dest_ip,dest_port,metadata_comment
185.85.111.18,80,proxylist.txt
58.216.109.14,800,proxylist.txt
154.31.115.210,80,proxylist.txt
162.223.90.144,80,proxylist.txt
104.197.218.238,8080,proxylist.txt
154.17.228.122,80,proxylist.txt
5.75.198.72,80,proxylist.txt
154.3.236.202,3128,proxylist.txt
184.181.217.194,4145,proxylist.txt
184.178.172.25,15291,proxylist.txt
98.191.0.37,4145,proxylist.txt
192.104.242.158,4145,proxylist.txt
98.188.47.150,4145,proxylist.txt
194.163.167.32,1080,proxylist.txt
203.25.208.163,1111,proxylist.txt
172.64.155.235,80,proxylist.txt
13.230.34.30,80,proxylist.txt
47.89.184.18,3128,proxylist.txt
23.227.39.204,80,proxylist.txt
95.216.49.153,80,proxylist.txt
27.34.242.98,80,proxylist.txt
23.227.60.75,80,proxylist.txt
8.35.211.23,80,proxylist.txt
172.65.90.46,80,proxylist.txt
188.114.99.89,80,proxylist.txt
172.67.167.86,80,proxylist.txt
172.67.70.240,80,proxylist.txt
172.64.149.37,80,proxylist.txt
23.227.39.151,80,proxylist.txt
141.101.121.230,80,proxylist.txt
172.67.89.9,80,proxylist.txt
103.21.244.58,80,proxylist.txt
172.67.188.20,80,proxylist.txt
172.67.172.12,80,proxylist.txt
172.67.167.213,80,proxylist.txt
172.67.181.6,80,proxylist.txt
141.101.113.134,80,proxylist.txt
108.162.193.206,80,proxylist.txt
108.162.193.216,80,proxylist.txt
172.67.135.50,80,proxylist.txt
141.101.115.196,80,proxylist.txt
172.67.207.132,80,proxylist.txt
188.114.98.8,80,proxylist.txt
172.64.33.70,80,proxylist.txt
172.64.144.4,80,proxylist.txt
108.162.194.4,80,proxylist.txt
159.112.235.68,80,proxylist.txt
172.67.204.23,80,proxylist.txt
173.245.49.252,80,proxylist.txt
173.245.49.134,80,proxylist.txt
172.67.70.18,80,proxylist.txt
172.67.166.251,80,proxylist.txt
172.64.149.28,80,proxylist.txt
172.64.149.71,80,proxylist.txt
66.235.200.168,80,proxylist.txt
23.227.39.199,80,proxylist.txt
141.101.123.171,80,proxylist.txt
141.101.123.97,80,proxylist.txt
141.101.121.224,80,proxylist.txt
172.67.254.250,80,proxylist.txt
172.67.240.126,80,proxylist.txt
172.67.165.44,80,proxylist.txt
172.67.188.168,80,proxylist.txt
188.114.98.83,80,proxylist.txt
172.67.192.13,80,proxylist.txt
172.67.187.240,80,proxylist.txt
172.67.170.10,80,proxylist.txt
172.67.171.213,80,proxylist.txt
23.227.38.216,80,proxylist.txt
23.227.38.63,80,proxylist.txt
23.227.38.223,80,proxylist.txt
23.227.38.163,80,proxylist.txt
23.227.38.189,80,proxylist.txt
23.227.38.96,80,proxylist.txt
172.67.177.158,80,proxylist.txt
173.245.49.35,80,proxylist.txt
173.245.49.5,80,proxylist.txt
142.54.237.34,4145,proxylist.txt
199.229.254.129,4145,proxylist.txt
139.162.200.213,80,proxylist.txt
159.203.61.169,3128,proxylist.txt
141.101.122.66,80,proxylist.txt
172.67.207.122,80,proxylist.txt
23.227.39.41,80,proxylist.txt
190.58.248.86,80,proxylist.txt
172.67.70.135,80,proxylist.txt
156.246.90.81,80,proxylist.txt
185.194.217.97,1080,proxylist.txt
190.242.157.215,8080,proxylist.txt
67.201.35.145,4145,proxylist.txt
142.54.232.6,4145,proxylist.txt
172.67.74.247,80,proxylist.txt
188.114.99.85,80,proxylist.txt
172.67.150.31,80,proxylist.txt
141.101.121.180,80,proxylist.txt
141.101.120.67,80,proxylist.txt
172.64.156.2,80,proxylist.txt
23.227.38.227,80,proxylist.txt
172.67.70.0,80,proxylist.txt
82.200.235.134,19170,proxylist.txt
72.49.49.11,31034,proxylist.txt
141.101.115.99,80,proxylist.txt
141.101.115.211,80,proxylist.txt
172.67.161.224,80,proxylist.txt
172.67.70.238,80,proxylist.txt
23.227.39.191,80,proxylist.txt
172.66.46.89,80,proxylist.txt
188.114.96.78,80,proxylist.txt
141.101.121.227,80,proxylist.txt
141.101.121.73,80,proxylist.txt
172.67.106.215,80,proxylist.txt
172.67.181.250,80,proxylist.txt
172.67.170.26,80,proxylist.txt
172.67.176.222,80,proxylist.txt
172.67.167.198,80,proxylist.txt
172.67.176.17,80,proxylist.txt
172.67.180.6,80,proxylist.txt
172.67.182.60,80,proxylist.txt
108.162.193.214,80,proxylist.txt
172.64.78.193,80,proxylist.txt
138.68.60.8,80,proxylist.txt
172.64.148.103,80,proxylist.txt
172.67.229.16,80,proxylist.txt
141.101.120.18,80,proxylist.txt
141.101.120.46,80,proxylist.txt
23.227.38.117,80,proxylist.txt
141.101.123.22,80,proxylist.txt
107.181.168.145,4145,proxylist.txt
192.111.138.29,4145,proxylist.txt
184.178.172.13,15311,proxylist.txt
188.114.96.6,80,proxylist.txt
141.101.115.198,80,proxylist.txt
172.64.159.95,80,proxylist.txt
141.101.115.148,80,proxylist.txt
172.64.78.50,80,proxylist.txt
188.114.99.104,80,proxylist.txt
188.114.99.15,80,proxylist.txt
173.245.58.96,80,proxylist.txt
172.64.155.233,80,proxylist.txt
172.67.129.31,80,proxylist.txt
172.67.173.111,80,proxylist.txt
172.64.158.50,80,proxylist.txt
172.64.89.49,80,proxylist.txt
172.67.70.129,80,proxylist.txt
172.67.238.15,80,proxylist.txt
66.235.200.139,80,proxylist.txt
23.227.39.192,80,proxylist.txt
172.64.93.54,80,proxylist.txt
141.101.123.61,80,proxylist.txt
141.101.122.86,80,proxylist.txt
188.114.96.251,80,proxylist.txt
172.67.176.3,80,proxylist.txt
172.67.180.19,80,proxylist.txt
141.101.122.238,80,proxylist.txt
172.67.181.150,80,proxylist.txt
172.67.181.21,80,proxylist.txt
68.235.35.171,3128,proxylist.txt
162.253.68.97,4145,proxylist.txt
192.252.214.20,15864,proxylist.txt
184.178.172.17,4145,proxylist.txt
72.223.188.92,4145,proxylist.txt
184.181.217.220,4145,proxylist.txt
192.111.139.162,4145,proxylist.txt
192.111.130.2,4145,proxylist.txt
184.178.172.18,15280,proxylist.txt
141.101.113.25,80,proxylist.txt
181.204.4.74,5678,proxylist.txt
172.65.90.1,80,proxylist.txt
68.71.251.134,4145,proxylist.txt
188.114.96.4,80,proxylist.txt
141.101.120.193,80,proxylist.txt
8.35.211.115,80,proxylist.txt
45.131.6.134,80,proxylist.txt
213.35.110.67,10808,proxylist.txt
103.75.119.185,80,proxylist.txt
12.50.107.220,80,proxylist.txt
172.64.78.198,80,proxylist.txt
172.64.34.153,80,proxylist.txt
172.67.177.219,80,proxylist.txt
