dest_ip,metadata_comment
43.170.4.0/24,AS139341 IPv4
43.152.179.0/24,AS139341 IPv4
43.174.190.0/24,AS139341 IPv4
43.146.27.0/24,AS139341 IPv4
43.152.5.0/24,AS139341 IPv4
43.152.181.0/24,AS139341 IPv4
43.170.3.0/24,AS139341 IPv4
240d:c010:1fc::/48,AS139341 IPv6
240d:c010:11f::/48,AS139341 IPv6
43.168.52.0/24,AS139341 IPv4
240d:c010:1e8::/48,AS139341 IPv6
240d:c010:1a1::/48,AS139341 IPv6
43.152.170.0/24,AS139341 IPv4
43.169.58.0/24,AS139341 IPv4
240d:c010:16c::/48,AS139341 IPv6
43.152.11.0/24,AS139341 IPv4
43.169.13.0/24,AS139341 IPv4
43.170.2.0/24,AS139341 IPv4
43.174.39.0/24,AS139341 IPv4
43.168.43.0/24,AS139341 IPv4
43.170.23.0/24,AS139341 IPv4
43.169.15.0/24,AS139341 IPv4
43.152.7.0/24,AS139341 IPv4
43.159.121.0/24,AS139341 IPv4
43.175.139.0/24,AS139341 IPv4
240d:c010:16b::/48,AS139341 IPv6
43.174.6.0/24,AS139341 IPv4
43.170.46.0/24,AS139341 IPv4
240d:c010:1ae::/48,AS139341 IPv6
43.152.0.0/24,AS139341 IPv4
43.174.31.0/24,AS139341 IPv4
43.168.73.0/24,AS139341 IPv4
43.168.123.0/24,AS139341 IPv4
43.146.23.0/24,AS139341 IPv4
43.175.128.0/24,AS139341 IPv4
240d:c010:11a::/48,AS139341 IPv6
43.174.205.0/24,AS139341 IPv4
43.175.241.0/24,AS139341 IPv4
240d:c010:5e::/48,AS139341 IPv6
43.152.20.0/24,AS139341 IPv4
43.152.23.0/24,AS139341 IPv4
43.175.205.0/24,AS139341 IPv4
43.152.184.0/24,AS139341 IPv4
43.168.7.0/24,AS139341 IPv4
240d:c010:1f4::/48,AS139341 IPv6
43.168.105.0/24,AS139341 IPv4
43.175.107.0/24,AS139341 IPv4
43.152.190.0/24,AS139341 IPv4
240d:c010:16d::/48,AS139341 IPv6
240d:c010:1f::/48,AS139341 IPv6
43.152.53.0/24,AS139341 IPv4
240d:c010:77::/48,AS139341 IPv6
43.168.171.0/24,AS139341 IPv4
240d:c010:1de::/48,AS139341 IPv6
43.174.146.0/24,AS139341 IPv4
43.174.29.0/24,AS139341 IPv4
43.175.146.0/24,AS139341 IPv4
43.168.12.0/24,AS139341 IPv4
43.175.150.0/24,AS139341 IPv4
43.152.182.0/24,AS139341 IPv4
43.159.80.0/24,AS139341 IPv4
43.159.114.0/24,AS139341 IPv4
43.169.31.0/24,AS139341 IPv4
43.174.16.0/24,AS139341 IPv4
43.174.222.0/24,AS139341 IPv4
43.146.22.0/24,AS139341 IPv4
