dest_ip,metadata_comment
205.196.157.0/24,AS147034 IPv4
205.196.151.0/24,AS147034 IPv4
64.205.188.0/22,AS147034 IPv4
205.196.159.0/24,AS147034 IPv4
69.33.252.0/24,AS147034 IPv4
69.33.253.0/24,AS147034 IPv4
69.33.255.0/24,AS147034 IPv4
205.196.153.0/24,AS147034 IPv4
69.33.251.0/24,AS147034 IPv4
69.33.250.0/24,AS147034 IPv4
205.196.154.0/24,AS147034 IPv4
205.196.156.0/24,AS147034 IPv4
64.205.164.0/22,AS147034 IPv4
64.205.156.0/22,AS147034 IPv4
69.33.254.0/24,AS147034 IPv4
205.196.152.0/24,AS147034 IPv4
64.205.172.0/22,AS147034 IPv4
205.196.155.0/24,AS147034 IPv4
