dest_ip,metadata_comment
2602:fd6f:100::/42,AS18526 IPv6
31.56.63.0/24,AS18526 IPv4
158.51.108.0/23,AS18526 IPv4
158.51.111.0/24,AS18526 IPv4
172.121.182.0/24,AS18526 IPv4
144.225.92.0/24,AS18526 IPv4
158.51.108.0/24,AS18526 IPv4
149.19.197.0/24,AS18526 IPv4
166.0.152.0/24,AS18526 IPv4
74.113.96.0/24,AS18526 IPv4
89.106.0.0/24,AS18526 IPv4
158.51.109.0/24,AS18526 IPv4
172.111.171.0/24,AS18526 IPv4
178.253.237.0/24,AS18526 IPv4
199.7.142.0/24,AS18526 IPv4
2602:fd6f:20::/44,AS18526 IPv6
160.25.134.0/24,AS18526 IPv4
2001:470:491::/48,AS18526 IPv6
23.95.45.0/24,AS18526 IPv4
160.25.135.0/24,AS18526 IPv4
131.143.214.0/23,AS18526 IPv4
23.95.159.0/24,AS18526 IPv4
74.113.96.0/22,AS18526 IPv4
82.38.83.0/24,AS18526 IPv4
74.113.99.0/24,AS18526 IPv4
2602:fd6f:80::/42,AS18526 IPv6
158.51.108.0/22,AS18526 IPv4
180.149.35.0/24,AS18526 IPv4
143.14.173.0/24,AS18526 IPv4
2602:fd6f:80::/48,AS18526 IPv6
131.143.212.0/22,AS18526 IPv4
198.12.102.0/24,AS18526 IPv4
206.125.175.0/24,AS18526 IPv4
200.229.24.0/24,AS18526 IPv4
2602:fd6f:50::/44,AS18526 IPv6
23.176.40.0/24,AS18526 IPv4
