dest_ip,metadata_comment
58.147.8.0/24,AS25862 IPv4
64.77.157.0/24,AS25862 IPv4
216.93.64.0/24,AS25862 IPv4
64.77.166.0/24,AS25862 IPv4
64.77.156.0/24,AS25862 IPv4
64.77.158.0/24,AS25862 IPv4
210.211.27.0/24,AS25862 IPv4
64.77.163.0/24,AS25862 IPv4
64.77.153.0/24,AS25862 IPv4
58.147.11.0/24,AS25862 IPv4
43.247.228.0/24,AS25862 IPv4
216.93.67.0/24,AS25862 IPv4
64.77.159.0/24,AS25862 IPv4
64.77.165.0/24,AS25862 IPv4
216.93.70.0/24,AS25862 IPv4
204.187.195.0/24,AS25862 IPv4
43.247.229.0/24,AS25862 IPv4
103.18.182.0/24,AS25862 IPv4
64.77.162.0/24,AS25862 IPv4
210.211.26.0/24,AS25862 IPv4
103.18.183.0/24,AS25862 IPv4
64.77.155.0/24,AS25862 IPv4
216.93.69.0/24,AS25862 IPv4
216.93.68.0/24,AS25862 IPv4
216.93.66.0/24,AS25862 IPv4
204.187.193.0/24,AS25862 IPv4
43.247.230.0/24,AS25862 IPv4
216.93.71.0/24,AS25862 IPv4
64.77.152.0/24,AS25862 IPv4
64.77.167.0/24,AS25862 IPv4
64.77.164.0/24,AS25862 IPv4
43.247.231.0/24,AS25862 IPv4
58.147.10.0/24,AS25862 IPv4
204.187.194.0/24,AS25862 IPv4
58.147.9.0/24,AS25862 IPv4
216.93.65.0/24,AS25862 IPv4
64.77.160.0/24,AS25862 IPv4
64.77.161.0/24,AS25862 IPv4
64.77.154.0/24,AS25862 IPv4
204.187.192.0/24,AS25862 IPv4
