dest_ip,metadata_comment
2a07:a341::/32,AS20473 IPv6
139.84.224.0/19,AS20473 IPv4
191.222.40.0/21,AS20473 IPv4
152.39.192.0/24,AS20473 IPv4
2602:ff03:ee2::/48,AS20473 IPv6
103.228.2.0/24,AS20473 IPv4
161.129.161.0/24,AS20473 IPv4
2602:ff03:46d::/48,AS20473 IPv6
2602:ff03:55c::/48,AS20473 IPv6
2a0e:4001:10::/48,AS20473 IPv6
2602:ff03:d1c::/48,AS20473 IPv6
104.253.207.0/24,AS20473 IPv4
45.63.80.0/20,AS20473 IPv4
70.40.174.0/24,AS20473 IPv4
64.119.70.0/24,AS20473 IPv4
108.61.122.0/23,AS20473 IPv4
199.242.242.0/24,AS20473 IPv4
152.39.231.0/24,AS20473 IPv4
2602:ff03:390::/48,AS20473 IPv6
2602:ff03:e3c::/48,AS20473 IPv6
188.241.130.0/24,AS20473 IPv4
173.44.45.0/24,AS20473 IPv4
2602:ff03:67e::/48,AS20473 IPv6
85.136.106.0/24,AS20473 IPv4
2602:ff03:7e2::/48,AS20473 IPv6
152.39.132.0/24,AS20473 IPv4
194.242.28.0/24,AS20473 IPv4
152.39.239.0/24,AS20473 IPv4
2602:ff03:9b7::/48,AS20473 IPv6
2602:ff03:1be::/48,AS20473 IPv6
2602:ff03:95e::/48,AS20473 IPv6
45.77.88.0/22,AS20473 IPv4
134.199.95.0/24,AS20473 IPv4
2602:ff03:db0::/48,AS20473 IPv6
2602:ff03:99f::/48,AS20473 IPv6
23.231.16.0/23,AS20473 IPv4
201.14.212.0/24,AS20473 IPv4
152.39.150.0/24,AS20473 IPv4
2602:ff03:3f5::/48,AS20473 IPv6
70.40.162.0/24,AS20473 IPv4
85.136.141.0/24,AS20473 IPv4
185.223.40.0/24,AS20473 IPv4
89.36.239.0/24,AS20473 IPv4
191.219.23.0/24,AS20473 IPv4
2602:ff03:3ee::/48,AS20473 IPv6
2a0f:3e00::/29,AS20473 IPv6
2602:ff03:76b::/48,AS20473 IPv6
44.62.13.0/24,AS20473 IPv4
134.199.67.0/24,AS20473 IPv4
2602:ff03:8c2::/48,AS20473 IPv6
94.137.76.0/23,AS20473 IPv4
2a10:ccc1:4f9::/48,AS20473 IPv6
194.15.97.0/24,AS20473 IPv4
2602:ff03:65b::/48,AS20473 IPv6
136.227.176.0/24,AS20473 IPv4
93.177.84.0/22,AS20473 IPv4
2602:ff03:cbf::/48,AS20473 IPv6
173.199.87.0/24,AS20473 IPv4
2602:ff03:fd8::/48,AS20473 IPv6
162.43.224.0/24,AS20473 IPv4
85.136.64.0/24,AS20473 IPv4
2602:ff03:9b2::/48,AS20473 IPv6
95.135.178.0/24,AS20473 IPv4
2a10:ccc1:4bf::/48,AS20473 IPv6
141.195.100.0/22,AS20473 IPv4
152.39.143.0/24,AS20473 IPv4
152.39.205.0/24,AS20473 IPv4
152.39.180.0/24,AS20473 IPv4
2602:ff03:ff::/48,AS20473 IPv6
85.136.44.0/24,AS20473 IPv4
2602:ff03:3bd::/48,AS20473 IPv6
139.84.208.0/20,AS20473 IPv4
31.56.86.0/24,AS20473 IPv4
2602:ff03:778::/48,AS20473 IPv6
185.92.220.0/23,AS20473 IPv4
185.223.41.0/24,AS20473 IPv4
85.136.171.0/24,AS20473 IPv4
103.122.127.0/24,AS20473 IPv4
45.78.93.0/24,AS20473 IPv4
103.122.125.0/24,AS20473 IPv4
185.227.163.0/24,AS20473 IPv4
213.159.11.0/24,AS20473 IPv4
162.43.250.0/24,AS20473 IPv4
2602:ff03:7d::/48,AS20473 IPv6
2602:ff03:5da::/48,AS20473 IPv6
44.30.75.0/24,AS20473 IPv4
104.238.162.0/23,AS20473 IPv4
203.168.149.0/24,AS20473 IPv4
2602:ff03:548::/48,AS20473 IPv6
152.39.195.0/24,AS20473 IPv4
2602:ff03:82c::/48,AS20473 IPv6
44.56.207.0/24,AS20473 IPv4
152.39.146.0/24,AS20473 IPv4
2602:ff03:55b::/48,AS20473 IPv6
198.51.98.0/24,AS20473 IPv4
2620:1d:a000::/48,AS20473 IPv6
152.39.173.0/24,AS20473 IPv4
2602:ff03:3c6::/48,AS20473 IPv6
2602:ff03:949::/48,AS20473 IPv6
46.183.212.0/24,AS20473 IPv4
135.132.54.0/24,AS20473 IPv4
192.206.23.0/24,AS20473 IPv4
2602:ff03:efa::/48,AS20473 IPv6
207.45.1.0/24,AS20473 IPv4
82.29.28.0/24,AS20473 IPv4
2602:ff03:7f4::/48,AS20473 IPv6
2602:ff03:337::/48,AS20473 IPv6
86.105.107.0/24,AS20473 IPv4
45.63.40.0/22,AS20473 IPv4
5.199.22.0/24,AS20473 IPv4
2a14:7583:f098::/46,AS20473 IPv6
2602:ff03:f75::/48,AS20473 IPv6
64.176.0.0/19,AS20473 IPv4
65.20.96.0/20,AS20473 IPv4
216.238.96.0/19,AS20473 IPv4
66.42.48.0/20,AS20473 IPv4
2602:ff03:10a::/48,AS20473 IPv6
198.62.135.0/24,AS20473 IPv4
2001:19f0:4800::/38,AS20473 IPv6
2001:19f0:5800::/38,AS20473 IPv6
152.39.189.0/24,AS20473 IPv4
2602:ff03:8f1::/48,AS20473 IPv6
2602:ff03:8b2::/48,AS20473 IPv6
136.227.169.0/24,AS20473 IPv4
104.238.152.0/22,AS20473 IPv4
176.97.215.0/24,AS20473 IPv4
2602:ff03:58::/48,AS20473 IPv6
2a0b:64c5:8000::/33,AS20473 IPv6
2602:ff03:807::/48,AS20473 IPv6
2602:ff03:bcc::/48,AS20473 IPv6
135.132.56.0/24,AS20473 IPv4
131.226.41.0/24,AS20473 IPv4
2602:f363::/40,AS20473 IPv6
188.220.69.0/24,AS20473 IPv4
2602:ff03:dd3::/48,AS20473 IPv6
2a10:ccc1:424::/48,AS20473 IPv6
192.153.70.0/24,AS20473 IPv4
2a12:600:8000::/33,AS20473 IPv6
108.165.150.0/24,AS20473 IPv4
134.199.64.0/24,AS20473 IPv4
152.39.160.0/24,AS20473 IPv4
161.129.175.0/24,AS20473 IPv4
44.32.8.0/22,AS20473 IPv4
185.215.222.0/24,AS20473 IPv4
188.211.253.0/24,AS20473 IPv4
152.39.134.0/24,AS20473 IPv4
2a04:5b81:2011::/48,AS20473 IPv6
2602:ff03:f4d::/48,AS20473 IPv6
207.45.26.0/24,AS20473 IPv4
2602:ff03:b22::/48,AS20473 IPv6
2602:ff03:c58::/48,AS20473 IPv6
2602:ff03:1b3::/48,AS20473 IPv6
2602:ff03:b82::/48,AS20473 IPv6
163.227.172.0/24,AS20473 IPv4
85.204.106.0/24,AS20473 IPv4
2602:ff03:469::/48,AS20473 IPv6
2a10:ccc1:4af::/48,AS20473 IPv6
152.39.215.0/24,AS20473 IPv4
2a0e:b800:aaaa::/48,AS20473 IPv6
2602:ff03:c22::/48,AS20473 IPv6
2602:ff03:7b4::/48,AS20473 IPv6
152.39.197.0/24,AS20473 IPv4
139.180.184.0/21,AS20473 IPv4
185.211.148.0/24,AS20473 IPv4
44.20.29.0/24,AS20473 IPv4
74.63.38.0/24,AS20473 IPv4
2602:ff03:58e::/48,AS20473 IPv6
