dest_ip,metadata_comment
185.83.252.0/22,AS200899 IPv4
185.225.30.0/24,AS200899 IPv4
93.95.68.0/24,AS200899 IPv4
185.231.158.0/24,AS200899 IPv4
185.231.159.0/24,AS200899 IPv4
2a0d:5d80::/29,AS200899 IPv6
185.231.156.0/24,AS200899 IPv4
31.7.169.0/24,AS200899 IPv4
185.230.254.0/24,AS200899 IPv4
2a0d:5f80::/29,AS200899 IPv6
2a0d:6180::/29,AS200899 IPv6
2a0d:6780::/29,AS200899 IPv6
93.95.71.0/24,AS200899 IPv4
31.7.168.0/24,AS200899 IPv4
185.64.86.0/24,AS200899 IPv4
31.7.170.0/24,AS200899 IPv4
185.229.24.0/24,AS200899 IPv4
31.7.173.0/24,AS200899 IPv4
185.250.253.0/24,AS200899 IPv4
185.250.255.0/24,AS200899 IPv4
185.64.85.0/24,AS200899 IPv4
2a0d:5c80::/29,AS200899 IPv6
185.229.25.0/24,AS200899 IPv4
2a05:a100::/29,AS200899 IPv6
185.250.254.0/24,AS200899 IPv4
185.64.87.0/24,AS200899 IPv4
31.7.175.0/24,AS200899 IPv4
2a0d:5e80::/29,AS200899 IPv6
185.225.29.0/24,AS200899 IPv4
185.225.28.0/24,AS200899 IPv4
185.230.255.0/24,AS200899 IPv4
185.230.252.0/24,AS200899 IPv4
185.250.252.0/22,AS200899 IPv4
93.95.64.0/24,AS200899 IPv4
93.95.69.0/24,AS200899 IPv4
31.7.171.0/24,AS200899 IPv4
31.7.172.0/24,AS200899 IPv4
185.250.252.0/24,AS200899 IPv4
185.226.0.0/22,AS200899 IPv4
31.7.174.0/24,AS200899 IPv4
185.229.26.0/24,AS200899 IPv4
185.231.157.0/24,AS200899 IPv4
185.233.208.0/22,AS200899 IPv4
2a0f:6440::/29,AS200899 IPv6
185.64.84.0/24,AS200899 IPv4
185.225.31.0/24,AS200899 IPv4
185.232.120.0/22,AS200899 IPv4
185.229.27.0/24,AS200899 IPv4
185.230.253.0/24,AS200899 IPv4
185.229.72.0/22,AS200899 IPv4
