dest_ip,metadata_comment
176.96.141.0/24,AS25198 IPv4
77.74.123.0/24,AS25198 IPv4
88.218.42.0/24,AS25198 IPv4
178.83.157.0/24,AS25198 IPv4
195.74.93.0/24,AS25198 IPv4
86.107.178.0/24,AS25198 IPv4
89.36.95.0/24,AS25198 IPv4
77.93.136.0/24,AS25198 IPv4
62.132.116.0/24,AS25198 IPv4
88.216.131.0/24,AS25198 IPv4
193.254.234.0/24,AS25198 IPv4
185.116.90.0/24,AS25198 IPv4
151.246.158.0/24,AS25198 IPv4
178.214.210.0/24,AS25198 IPv4
82.139.241.0/24,AS25198 IPv4
178.214.216.0/24,AS25198 IPv4
199.255.208.0/24,AS25198 IPv4
92.113.11.0/24,AS25198 IPv4
217.79.125.0/24,AS25198 IPv4
95.214.38.0/24,AS25198 IPv4
2a12:3200:1000::/36,AS25198 IPv6
76.164.203.0/24,AS25198 IPv4
89.41.181.0/24,AS25198 IPv4
150.241.136.0/24,AS25198 IPv4
193.254.235.0/24,AS25198 IPv4
91.239.148.0/24,AS25198 IPv4
2a12:3200:4000::/36,AS25198 IPv6
45.132.81.0/24,AS25198 IPv4
80.71.237.0/24,AS25198 IPv4
162.249.127.0/24,AS25198 IPv4
193.36.163.0/24,AS25198 IPv4
37.230.50.0/24,AS25198 IPv4
62.105.196.0/24,AS25198 IPv4
192.132.108.0/24,AS25198 IPv4
173.239.230.0/24,AS25198 IPv4
188.211.233.0/24,AS25198 IPv4
151.246.131.0/24,AS25198 IPv4
5.100.231.0/24,AS25198 IPv4
103.112.171.0/24,AS25198 IPv4
194.120.121.0/24,AS25198 IPv4
64.188.14.0/24,AS25198 IPv4
2.57.18.0/24,AS25198 IPv4
2a01:7120:7::/48,AS25198 IPv6
45.137.29.0/24,AS25198 IPv4
2a12:3200:2000::/36,AS25198 IPv6
178.92.5.0/24,AS25198 IPv4
45.140.186.0/24,AS25198 IPv4
83.229.61.0/24,AS25198 IPv4
89.34.27.0/24,AS25198 IPv4
37.98.146.0/24,AS25198 IPv4
91.221.116.0/24,AS25198 IPv4
89.41.180.0/24,AS25198 IPv4
164.37.205.0/24,AS25198 IPv4
176.96.140.0/24,AS25198 IPv4
216.83.52.0/24,AS25198 IPv4
77.67.91.0/24,AS25198 IPv4
103.126.50.0/24,AS25198 IPv4
185.104.63.0/24,AS25198 IPv4
84.32.91.0/24,AS25198 IPv4
104.247.207.0/24,AS25198 IPv4
2a12:3200::/36,AS25198 IPv6
2.27.92.0/24,AS25198 IPv4
5.182.109.0/24,AS25198 IPv4
74.118.169.0/24,AS25198 IPv4
195.216.172.0/24,AS25198 IPv4
2a12:3200:8000::/36,AS25198 IPv6
46.229.251.0/24,AS25198 IPv4
82.139.224.0/24,AS25198 IPv4
94.103.174.0/24,AS25198 IPv4
162.141.153.0/24,AS25198 IPv4
114.69.247.0/24,AS25198 IPv4
85.189.4.0/24,AS25198 IPv4
205.237.109.0/24,AS25198 IPv4
191.44.85.0/24,AS25198 IPv4
185.101.107.0/24,AS25198 IPv4
192.132.109.0/24,AS25198 IPv4
37.230.52.0/24,AS25198 IPv4
92.113.10.0/24,AS25198 IPv4
45.132.80.0/24,AS25198 IPv4
37.230.55.0/24,AS25198 IPv4
46.229.253.0/24,AS25198 IPv4
188.241.219.0/24,AS25198 IPv4
195.72.168.0/24,AS25198 IPv4
167.17.34.0/24,AS25198 IPv4
5.231.203.0/24,AS25198 IPv4
176.126.106.0/24,AS25198 IPv4
162.249.126.0/24,AS25198 IPv4
46.229.243.0/24,AS25198 IPv4
78.154.108.0/24,AS25198 IPv4
5.83.216.0/24,AS25198 IPv4
85.232.183.0/24,AS25198 IPv4
162.249.125.0/24,AS25198 IPv4
192.82.166.0/24,AS25198 IPv4
84.21.188.0/24,AS25198 IPv4
103.121.48.0/24,AS25198 IPv4
162.249.124.0/24,AS25198 IPv4
85.204.107.0/24,AS25198 IPv4
