dest_ip,metadata_comment
154.221.160.0/19,AS134175 IPv4
154.221.128.0/19,AS134175 IPv4
177.210.224.0/19,AS134175 IPv4
154.85.201.0/24,AS134175 IPv4
201.5.0.0/18,AS134175 IPv4
177.211.180.0/24,AS134175 IPv4
177.210.0.0/23,AS134175 IPv4
154.86.142.0/23,AS134175 IPv4
154.85.160.0/20,AS134175 IPv4
191.214.160.0/19,AS134175 IPv4
201.5.240.0/20,AS134175 IPv4
177.210.139.0/24,AS134175 IPv4
177.210.0.0/18,AS134175 IPv4
177.210.18.0/24,AS134175 IPv4
177.211.0.0/19,AS134175 IPv4
191.214.221.0/24,AS134175 IPv4
154.86.128.0/23,AS134175 IPv4
154.85.204.0/22,AS134175 IPv4
154.215.153.0/24,AS134175 IPv4
177.211.16.0/20,AS134175 IPv4
177.210.220.0/22,AS134175 IPv4
177.211.32.0/19,AS134175 IPv4
177.211.64.0/18,AS134175 IPv4
177.211.0.0/22,AS134175 IPv4
154.84.112.0/20,AS134175 IPv4
177.211.178.0/24,AS134175 IPv4
154.85.224.0/19,AS134175 IPv4
201.5.52.0/24,AS134175 IPv4
154.215.128.0/19,AS134175 IPv4
154.84.96.0/20,AS134175 IPv4
154.85.188.0/22,AS134175 IPv4
201.5.236.0/24,AS134175 IPv4
154.84.64.0/20,AS134175 IPv4
177.211.128.0/19,AS134175 IPv4
191.214.115.0/24,AS134175 IPv4
177.210.182.0/24,AS134175 IPv4
177.211.96.0/20,AS134175 IPv4
191.214.124.0/24,AS134175 IPv4
177.211.128.0/18,AS134175 IPv4
201.5.48.0/24,AS134175 IPv4
154.85.234.0/24,AS134175 IPv4
191.214.32.0/19,AS134175 IPv4
177.210.140.0/24,AS134175 IPv4
201.5.194.0/23,AS134175 IPv4
177.210.64.0/18,AS134175 IPv4
177.211.32.0/20,AS134175 IPv4
177.210.16.0/20,AS134175 IPv4
177.211.170.0/24,AS134175 IPv4
191.214.97.0/24,AS134175 IPv4
177.211.181.0/24,AS134175 IPv4
154.215.178.0/24,AS134175 IPv4
154.215.156.0/24,AS134175 IPv4
201.5.224.0/19,AS134175 IPv4
177.211.176.0/24,AS134175 IPv4
177.210.144.0/20,AS134175 IPv4
191.214.160.0/24,AS134175 IPv4
201.5.192.0/19,AS134175 IPv4
154.221.144.0/20,AS134175 IPv4
177.210.0.0/22,AS134175 IPv4
177.211.160.0/19,AS134175 IPv4
