dest_ip,metadata_comment
92.112.109.0/24,AS834 IPv4
178.93.157.0/24,AS834 IPv4
151.244.136.0/23,AS834 IPv4
178.93.138.0/24,AS834 IPv4
191.222.32.0/21,AS834 IPv4
95.134.175.0/24,AS834 IPv4
2c0f:ee78::/32,AS834 IPv6
92.112.47.0/24,AS834 IPv4
178.93.146.0/24,AS834 IPv4
151.243.138.0/23,AS834 IPv4
69.33.193.0/24,AS834 IPv4
69.33.194.0/23,AS834 IPv4
151.244.120.0/23,AS834 IPv4
151.241.152.0/23,AS834 IPv4
178.93.151.0/24,AS834 IPv4
151.244.160.0/23,AS834 IPv4
95.135.173.0/24,AS834 IPv4
151.244.174.0/23,AS834 IPv4
95.135.103.0/24,AS834 IPv4
148.163.252.0/24,AS834 IPv4
178.93.154.0/24,AS834 IPv4
178.93.153.0/24,AS834 IPv4
95.134.160.0/24,AS834 IPv4
91.124.197.0/24,AS834 IPv4
178.93.149.0/24,AS834 IPv4
91.124.206.0/24,AS834 IPv4
151.244.122.0/23,AS834 IPv4
2c0f:f738::/32,AS834 IPv6
191.96.111.0/24,AS834 IPv4
