dest_ip,metadata_comment
2a04:52c0:136::/48,AS60404 IPv6
5.255.121.0/24,AS60404 IPv4
38.108.186.0/23,AS60404 IPv4
5.2.72.0/24,AS60404 IPv4
5.255.113.0/24,AS60404 IPv4
149.115.111.0/24,AS60404 IPv4
5.255.96.0/19,AS60404 IPv4
38.93.136.0/24,AS60404 IPv4
2a04:52c0:124::/48,AS60404 IPv6
2a04:52c0:108::/48,AS60404 IPv6
5.255.101.0/24,AS60404 IPv4
103.251.166.0/24,AS60404 IPv4
5.255.115.0/24,AS60404 IPv4
185.31.172.0/22,AS60404 IPv4
2a04:52c0:134::/48,AS60404 IPv6
2a04:52c0:113::/48,AS60404 IPv6
2a04:52c0:105::/48,AS60404 IPv6
5.2.70.0/24,AS60404 IPv4
5.255.124.0/24,AS60404 IPv4
166.0.114.0/24,AS60404 IPv4
2a04:52c0:140::/48,AS60404 IPv6
5.2.78.0/24,AS60404 IPv4
141.195.126.0/24,AS60404 IPv4
2a0f:6bc0::/29,AS60404 IPv6
2a04:52c0:110::/48,AS60404 IPv6
2a04:52c0:117::/48,AS60404 IPv6
38.150.114.0/24,AS60404 IPv4
5.2.66.0/24,AS60404 IPv4
167.253.51.0/24,AS60404 IPv4
2a04:52c0:1674::/48,AS60404 IPv6
2a04:52c0:115::/48,AS60404 IPv6
5.255.123.0/24,AS60404 IPv4
5.2.79.0/24,AS60404 IPv4
2a04:52c0:107::/48,AS60404 IPv6
5.255.106.0/24,AS60404 IPv4
149.115.109.0/24,AS60404 IPv4
5.2.68.0/24,AS60404 IPv4
150.129.9.0/24,AS60404 IPv4
5.255.99.0/24,AS60404 IPv4
5.255.116.0/24,AS60404 IPv4
2a04:52c0:125::/48,AS60404 IPv6
2a04:52c0:135::/48,AS60404 IPv6
5.2.64.0/24,AS60404 IPv4
167.253.48.0/24,AS60404 IPv4
2a04:52c0:106::/48,AS60404 IPv6
5.255.97.0/24,AS60404 IPv4
5.255.109.0/24,AS60404 IPv4
149.115.110.0/24,AS60404 IPv4
5.255.98.0/24,AS60404 IPv4
5.255.118.0/24,AS60404 IPv4
5.255.100.0/24,AS60404 IPv4
38.97.7.0/24,AS60404 IPv4
40.223.82.0/24,AS60404 IPv4
192.76.160.0/24,AS60404 IPv4
2a04:52c0:102::/48,AS60404 IPv6
5.2.74.0/24,AS60404 IPv4
2a04:52c0:111::/48,AS60404 IPv6
2a04:52c0:116::/48,AS60404 IPv6
2a04:52c0:139::/48,AS60404 IPv6
150.129.8.0/24,AS60404 IPv4
2a04:52c0:6000::/36,AS60404 IPv6
2a04:52c0:7000::/36,AS60404 IPv6
104.164.93.0/24,AS60404 IPv4
103.251.164.0/22,AS60404 IPv4
2a04:52c0:109::/48,AS60404 IPv6
2a04:52c0:1a00::/48,AS60404 IPv6
2a04:52c0:131::/48,AS60404 IPv6
173.249.166.0/24,AS60404 IPv4
2a04:52c0:114::/48,AS60404 IPv6
5.255.102.0/24,AS60404 IPv4
38.27.36.0/24,AS60404 IPv4
5.255.96.0/24,AS60404 IPv4
128.254.185.0/24,AS60404 IPv4
185.31.174.0/24,AS60404 IPv4
2a04:52c0:132::/48,AS60404 IPv6
2a0c:9a40:808e::/48,AS60404 IPv6
5.255.108.0/24,AS60404 IPv4
167.253.49.0/24,AS60404 IPv4
5.255.112.0/24,AS60404 IPv4
103.251.167.0/24,AS60404 IPv4
104.164.222.0/24,AS60404 IPv4
5.255.110.0/24,AS60404 IPv4
2a04:52c0:133::/48,AS60404 IPv6
2a04:52c0:2000::/36,AS60404 IPv6
5.255.103.0/24,AS60404 IPv4
185.31.175.0/24,AS60404 IPv4
5.255.126.0/24,AS60404 IPv4
2a04:52c0:101::/48,AS60404 IPv6
2a04:52c0:119::/48,AS60404 IPv6
5.2.71.0/24,AS60404 IPv4
2a04:52c0:112::/48,AS60404 IPv6
2a04:52c0:121::/48,AS60404 IPv6
150.129.10.0/24,AS60404 IPv4
192.76.150.0/24,AS60404 IPv4
2a04:52c0:123::/48,AS60404 IPv6
5.255.122.0/24,AS60404 IPv4
103.251.164.0/24,AS60404 IPv4
5.255.107.0/24,AS60404 IPv4
165.140.93.0/24,AS60404 IPv4
2a04:52c0:120::/48,AS60404 IPv6
38.131.1.0/24,AS60404 IPv4
2a04:52c0:138::/48,AS60404 IPv6
192.76.163.0/24,AS60404 IPv4
5.2.64.0/20,AS60404 IPv4
5.2.77.0/24,AS60404 IPv4
5.255.117.0/24,AS60404 IPv4
5.2.76.0/24,AS60404 IPv4
5.2.75.0/24,AS60404 IPv4
5.2.67.0/24,AS60404 IPv4
192.76.153.0/24,AS60404 IPv4
2a04:52c0:118::/48,AS60404 IPv6
5.255.114.0/24,AS60404 IPv4
5.255.120.0/24,AS60404 IPv4
5.2.73.0/24,AS60404 IPv4
2a04:52c0:103::/48,AS60404 IPv6
5.255.111.0/24,AS60404 IPv4
5.2.65.0/24,AS60404 IPv4
5.255.105.0/24,AS60404 IPv4
2a0c:b642:1a01::/48,AS60404 IPv6
103.251.165.0/24,AS60404 IPv4
5.255.104.0/24,AS60404 IPv4
2a04:52c0:129::/48,AS60404 IPv6
2a04:52c0::/32,AS60404 IPv6
13.143.203.0/24,AS60404 IPv4
38.94.107.0/24,AS60404 IPv4
5.255.125.0/24,AS60404 IPv4
2a04:52c0:130::/48,AS60404 IPv6
2a04:52c0:1::/48,AS60404 IPv6
5.255.119.0/24,AS60404 IPv4
2a04:52c0:104::/48,AS60404 IPv6
2a04:52c0:128::/48,AS60404 IPv6
2a01:6340::/29,AS60404 IPv6
2a04:52c0:122::/48,AS60404 IPv6
2a04:52c0:9000::/36,AS60404 IPv6
91.200.145.0/24,AS60404 IPv4
2a04:52c0:127::/48,AS60404 IPv6
38.109.8.0/24,AS60404 IPv4
38.109.9.0/24,AS60404 IPv4
2a04:52c0:126::/48,AS60404 IPv6
5.255.127.0/24,AS60404 IPv4
2a0b:b600:1000::/38,AS60404 IPv6
2a04:52c0:1000::/48,AS60404 IPv6
