dest_ip,metadata_comment
2.27.63.0/24,AS210457 IPv4
2a12:bec4:1976::/48,AS210457 IPv6
2.26.252.0/24,AS210457 IPv4
2a12:bec4:197a::/48,AS210457 IPv6
2a01:ecc0:5c0::/42,AS210457 IPv6
2a12:bec4:1972::/48,AS210457 IPv6
2a12:bec4:197c::/48,AS210457 IPv6
2.27.60.0/24,AS210457 IPv4
2a12:bec4:1970::/44,AS210457 IPv6
2a12:bec4:197d::/48,AS210457 IPv6
2a12:bec4:197b::/48,AS210457 IPv6
144.31.221.0/24,AS210457 IPv4
193.23.199.0/24,AS210457 IPv4
2a12:bec4:1977::/48,AS210457 IPv6
2a12:bec4:197e::/48,AS210457 IPv6
150.241.66.0/24,AS210457 IPv4
2a12:bec4:1971::/48,AS210457 IPv6
2a12:bec4:1978::/48,AS210457 IPv6
144.31.106.0/24,AS210457 IPv4
2a12:bec4:1970::/48,AS210457 IPv6
2a12:bec4:1979::/48,AS210457 IPv6
108.165.164.0/24,AS210457 IPv4
2.27.4.0/24,AS210457 IPv4
2a12:bec4:1973::/48,AS210457 IPv6
2a12:bec4:1975::/48,AS210457 IPv6
144.31.25.0/24,AS210457 IPv4
144.31.151.0/24,AS210457 IPv4
2a12:bec4:197f::/48,AS210457 IPv6
2a12:bec4:1974::/48,AS210457 IPv6
