dest_ip,metadata_comment
45.112.192.0/24,AS216475 IPv4
45.155.164.0/24,AS216475 IPv4
163.5.66.0/24,AS216475 IPv4
2a14:1b84:1000::/48,AS216475 IPv6
2a0c:dd80:2000::/48,AS216475 IPv6
2a14:1b84:2000::/48,AS216475 IPv6
185.123.157.0/24,AS216475 IPv4
213.108.198.0/24,AS216475 IPv4
46.243.3.0/24,AS216475 IPv4
165.49.224.0/24,AS216475 IPv4
95.81.118.0/24,AS216475 IPv4
5.253.189.0/24,AS216475 IPv4
165.49.83.0/24,AS216475 IPv4
5.252.118.0/24,AS216475 IPv4
108.165.189.0/24,AS216475 IPv4
2a0c:dd80:3000::/48,AS216475 IPv6
195.133.79.0/24,AS216475 IPv4
150.251.155.0/24,AS216475 IPv4
2.26.138.0/24,AS216475 IPv4
163.5.157.0/24,AS216475 IPv4
194.238.56.0/24,AS216475 IPv4
94.156.2.0/24,AS216475 IPv4
165.49.251.0/24,AS216475 IPv4
103.27.158.0/24,AS216475 IPv4
45.8.157.0/24,AS216475 IPv4
185.136.243.0/24,AS216475 IPv4
195.133.38.0/24,AS216475 IPv4
163.5.43.0/24,AS216475 IPv4
150.251.156.0/24,AS216475 IPv4
2a0c:dd80:2001::/48,AS216475 IPv6
23.134.216.0/24,AS216475 IPv4
93.88.205.0/24,AS216475 IPv4
195.226.94.0/24,AS216475 IPv4
136.0.20.0/24,AS216475 IPv4
151.246.195.0/24,AS216475 IPv4
2a14:1b84:3000::/48,AS216475 IPv6
