dest_ip,metadata_comment
23.56.98.0/24,AS9002 IPv4
94.158.240.0/22,AS9002 IPv4
193.109.100.0/22,AS9002 IPv4
31.128.32.0/22,AS9002 IPv4
213.108.245.0/24,AS9002 IPv4
139.45.192.0/19,AS9002 IPv4
213.218.244.0/24,AS9002 IPv4
87.245.224.0/19,AS9002 IPv4
45.152.86.0/24,AS9002 IPv4
2a02:2d8::/32,AS9002 IPv6
45.11.94.0/24,AS9002 IPv4
45.137.188.0/24,AS9002 IPv4
185.82.8.0/22,AS9002 IPv4
45.145.163.0/24,AS9002 IPv4
87.245.208.0/21,AS9002 IPv4
81.19.134.0/24,AS9002 IPv4
104.121.66.0/23,AS9002 IPv4
2a04:bac1::/36,AS9002 IPv6
89.19.36.0/22,AS9002 IPv4
37.233.86.0/24,AS9002 IPv4
46.173.20.0/24,AS9002 IPv4
45.156.20.0/24,AS9002 IPv4
45.145.5.0/24,AS9002 IPv4
2.58.98.0/24,AS9002 IPv4
104.121.64.0/23,AS9002 IPv4
185.13.152.0/22,AS9002 IPv4
104.121.68.0/23,AS9002 IPv4
2a04:bac1:1000::/36,AS9002 IPv6
