dest_ip,metadata_comment
45.225.190.0/24,AS37468 IPv4
102.130.70.0/24,AS37468 IPv4
102.130.64.0/21,AS37468 IPv4
2804:3674::/32,AS37468 IPv6
197.149.148.0/24,AS37468 IPv4
102.214.123.0/24,AS37468 IPv4
185.148.112.0/22,AS37468 IPv4
102.211.152.0/24,AS37468 IPv4
170.238.234.0/24,AS37468 IPv4
170.238.232.0/22,AS37468 IPv4
102.211.154.0/23,AS37468 IPv4
196.11.234.0/24,AS37468 IPv4
102.214.120.0/22,AS37468 IPv4
102.130.65.0/24,AS37468 IPv4
102.214.121.0/24,AS37468 IPv4
197.149.150.0/24,AS37468 IPv4
185.148.113.0/24,AS37468 IPv4
102.211.153.0/24,AS37468 IPv4
185.148.114.0/23,AS37468 IPv4
45.225.189.0/24,AS37468 IPv4
197.149.151.0/24,AS37468 IPv4
197.149.148.0/22,AS37468 IPv4
45.225.188.0/22,AS37468 IPv4
102.211.155.0/24,AS37468 IPv4
2c0f:f828::/32,AS37468 IPv6
185.148.112.0/23,AS37468 IPv4
185.148.115.0/24,AS37468 IPv4
197.149.149.0/24,AS37468 IPv4
102.130.69.0/24,AS37468 IPv4
185.148.114.0/24,AS37468 IPv4
102.214.120.0/24,AS37468 IPv4
45.225.188.0/24,AS37468 IPv4
102.219.124.0/22,AS37468 IPv4
2a07:6040::/29,AS37468 IPv6
102.211.152.0/22,AS37468 IPv4
102.130.68.0/24,AS37468 IPv4
102.129.129.0/24,AS37468 IPv4
102.130.64.0/24,AS37468 IPv4
102.219.124.0/24,AS37468 IPv4
