dest_ip,metadata_comment
82.202.241.0/24,AS49505 IPv4
195.43.94.0/24,AS49505 IPv4
45.129.4.0/22,AS49505 IPv4
77.244.219.0/24,AS49505 IPv4
217.150.206.0/24,AS49505 IPv4
89.248.206.0/23,AS49505 IPv4
46.148.236.0/23,AS49505 IPv4
213.166.72.0/22,AS49505 IPv4
95.213.154.0/24,AS49505 IPv4
37.139.60.0/24,AS49505 IPv4
109.234.152.0/21,AS49505 IPv4
139.100.220.0/22,AS49505 IPv4
31.131.249.0/24,AS49505 IPv4
80.249.144.0/21,AS49505 IPv4
92.255.25.0/24,AS49505 IPv4
176.53.140.0/22,AS49505 IPv4
188.246.232.0/22,AS49505 IPv4
2a00:ab00:200::/40,AS49505 IPv6
46.182.25.0/24,AS49505 IPv4
84.38.180.0/22,AS49505 IPv4
95.213.253.0/24,AS49505 IPv4
77.244.217.0/24,AS49505 IPv4
82.202.247.0/24,AS49505 IPv4
92.53.109.0/24,AS49505 IPv4
185.194.107.0/24,AS49505 IPv4
94.26.228.0/24,AS49505 IPv4
78.155.195.0/24,AS49505 IPv4
31.131.248.0/24,AS49505 IPv4
5.188.159.0/24,AS49505 IPv4
95.213.233.0/24,AS49505 IPv4
45.145.64.0/23,AS49505 IPv4
80.93.183.0/24,AS49505 IPv4
82.202.200.0/24,AS49505 IPv4
82.202.218.0/24,AS49505 IPv4
95.213.161.0/24,AS49505 IPv4
89.223.24.0/22,AS49505 IPv4
82.202.227.0/24,AS49505 IPv4
82.202.255.0/24,AS49505 IPv4
185.17.11.0/24,AS49505 IPv4
89.223.28.0/23,AS49505 IPv4
95.213.180.0/24,AS49505 IPv4
95.213.229.0/24,AS49505 IPv4
188.124.52.0/23,AS49505 IPv4
92.53.89.0/24,AS49505 IPv4
31.129.34.0/23,AS49505 IPv4
45.94.120.0/22,AS49505 IPv4
92.53.77.0/24,AS49505 IPv4
212.162.132.0/22,AS49505 IPv4
31.129.40.0/24,AS49505 IPv4
185.151.242.0/23,AS49505 IPv4
5.178.87.0/24,AS49505 IPv4
85.119.151.0/24,AS49505 IPv4
188.124.50.0/23,AS49505 IPv4
87.228.110.0/24,AS49505 IPv4
