dest_ip,metadata_comment
112.143.38.0/24,AS215731 IPv4
204.187.158.0/24,AS215731 IPv4
204.187.160.0/24,AS215731 IPv4
112.143.35.0/24,AS215731 IPv4
112.143.37.0/24,AS215731 IPv4
204.187.159.0/24,AS215731 IPv4
204.187.157.0/24,AS215731 IPv4
204.187.162.0/24,AS215731 IPv4
112.143.36.0/24,AS215731 IPv4
204.187.161.0/24,AS215731 IPv4
112.143.39.0/24,AS215731 IPv4
112.143.33.0/24,AS215731 IPv4
210.211.24.0/24,AS215731 IPv4
112.143.34.0/24,AS215731 IPv4
112.143.32.0/24,AS215731 IPv4
204.187.163.0/24,AS215731 IPv4
204.187.156.0/24,AS215731 IPv4
204.187.155.0/24,AS215731 IPv4
210.211.25.0/24,AS215731 IPv4
