dest_ip,metadata_comment
185.213.173.0/24,AS41608 IPv4
88.151.34.0/24,AS41608 IPv4
2a0b:8bc0:4::/48,AS41608 IPv6
2a0b:8bc0:9999::/48,AS41608 IPv6
185.213.174.0/24,AS41608 IPv4
195.170.172.0/24,AS41608 IPv4
195.170.167.0/24,AS41608 IPv4
195.170.165.0/24,AS41608 IPv4
88.151.32.0/24,AS41608 IPv4
2a0b:8bc0:1::/48,AS41608 IPv6
185.213.175.0/24,AS41608 IPv4
2a0b:8bc0:3::/48,AS41608 IPv6
88.151.33.0/24,AS41608 IPv4
88.151.35.0/24,AS41608 IPv4
185.213.172.0/24,AS41608 IPv4
2a0b:8bc0:2::/48,AS41608 IPv6
