dest_ip,metadata_comment
194.59.245.0/24,AS34534 IPv4
194.76.155.0/24,AS34534 IPv4
194.76.146.0/24,AS34534 IPv4
185.142.53.0/24,AS34534 IPv4
185.157.247.0/24,AS34534 IPv4
194.124.251.0/24,AS34534 IPv4
2a09:ca00::/48,AS34534 IPv6
194.59.221.0/24,AS34534 IPv4
194.124.250.0/24,AS34534 IPv4
213.5.130.0/24,AS34534 IPv4
194.55.189.0/24,AS34534 IPv4
185.157.246.0/24,AS34534 IPv4
37.44.238.0/24,AS34534 IPv4
37.44.239.0/24,AS34534 IPv4
194.76.154.0/24,AS34534 IPv4
194.55.137.0/24,AS34534 IPv4
194.76.147.0/24,AS34534 IPv4
45.152.163.0/24,AS34534 IPv4
