dest_ip,metadata_comment
185.0.20.0/23,AS8529 IPv4
151.248.111.0/24,AS8529 IPv4
151.248.110.0/24,AS8529 IPv4
100.64.18.0/24,AS8529 IPv4
151.248.98.0/24,AS8529 IPv4
37.49.236.0/22,AS8529 IPv4
2a02:f040:5::/48,AS8529 IPv6
185.1.126.0/24,AS8529 IPv4
2a14:1000::/29,AS8529 IPv6
103.231.152.0/22,AS8529 IPv4
134.0.216.0/22,AS8529 IPv4
80.81.192.0/21,AS8529 IPv4
82.178.33.0/24,AS8529 IPv4
188.95.192.0/24,AS8529 IPv4
82.178.158.0/24,AS8529 IPv4
151.248.96.0/21,AS8529 IPv4
2a02:f040:7::/48,AS8529 IPv6
100.64.9.0/24,AS8529 IPv4
184.86.116.0/22,AS8529 IPv4
151.248.107.0/24,AS8529 IPv4
2a02:f040:4::/48,AS8529 IPv6
37.49.232.0/24,AS8529 IPv4
151.248.97.0/24,AS8529 IPv4
185.200.125.0/24,AS8529 IPv4
2a01:3e0:2006::/48,AS8529 IPv6
185.1.15.0/24,AS8529 IPv4
185.1.47.0/24,AS8529 IPv4
195.66.224.0/21,AS8529 IPv4
62.231.255.0/24,AS8529 IPv4
80.249.208.0/21,AS8529 IPv4
185.1.191.0/24,AS8529 IPv4
217.29.64.0/21,AS8529 IPv4
151.248.104.0/24,AS8529 IPv4
194.54.136.0/24,AS8529 IPv4
27.111.228.0/22,AS8529 IPv4
193.239.116.0/22,AS8529 IPv4
151.248.101.0/24,AS8529 IPv4
151.248.106.0/24,AS8529 IPv4
213.202.0.0/21,AS8529 IPv4
2a02:f040:1::/48,AS8529 IPv6
185.201.192.0/24,AS8529 IPv4
2a01:3e0:3601::/48,AS8529 IPv6
80.231.213.0/24,AS8529 IPv4
100.64.8.0/24,AS8529 IPv4
82.178.158.0/23,AS8529 IPv4
134.0.220.0/22,AS8529 IPv4
100.64.19.0/24,AS8529 IPv4
151.248.105.0/24,AS8529 IPv4
62.69.146.0/23,AS8529 IPv4
185.1.8.0/24,AS8529 IPv4
185.200.127.0/24,AS8529 IPv4
103.21.244.0/23,AS8529 IPv4
185.200.126.0/24,AS8529 IPv4
185.201.193.0/24,AS8529 IPv4
2a02:f040::/48,AS8529 IPv6
2a02:f040:c::/48,AS8529 IPv6
96.9.145.0/24,AS8529 IPv4
185.200.124.0/24,AS8529 IPv4
104.122.80.0/22,AS8529 IPv4
2a02:f040:a::/48,AS8529 IPv6
151.248.108.0/24,AS8529 IPv4
82.178.32.0/24,AS8529 IPv4
82.178.159.0/24,AS8529 IPv4
151.248.99.0/24,AS8529 IPv4
151.248.109.0/24,AS8529 IPv4
185.201.192.0/22,AS8529 IPv4
