dest_ip,metadata_comment
92.118.89.0/24,AS214238 IPv4
136.234.149.0/24,AS214238 IPv4
153.80.10.0/24,AS214238 IPv4
92.119.202.0/24,AS214238 IPv4
157.22.50.0/24,AS214238 IPv4
157.22.106.0/24,AS214238 IPv4
135.106.64.0/24,AS214238 IPv4
170.168.164.0/24,AS214238 IPv4
186.243.131.0/24,AS214238 IPv4
186.243.201.0/24,AS214238 IPv4
153.80.95.0/24,AS214238 IPv4
179.255.185.0/24,AS214238 IPv4
179.255.187.0/24,AS214238 IPv4
157.22.97.0/24,AS214238 IPv4
94.158.189.0/24,AS214238 IPv4
179.255.189.0/24,AS214238 IPv4
157.22.116.0/24,AS214238 IPv4
186.243.202.0/24,AS214238 IPv4
135.106.45.0/24,AS214238 IPv4
92.118.91.0/24,AS214238 IPv4
23.230.77.0/24,AS214238 IPv4
135.106.65.0/24,AS214238 IPv4
135.106.84.0/24,AS214238 IPv4
153.80.45.0/24,AS214238 IPv4
179.255.188.0/24,AS214238 IPv4
179.255.190.0/24,AS214238 IPv4
135.106.1.0/24,AS214238 IPv4
92.118.90.0/24,AS214238 IPv4
157.22.58.0/24,AS214238 IPv4
92.119.203.0/24,AS214238 IPv4
179.255.184.0/24,AS214238 IPv4
186.246.77.0/24,AS214238 IPv4
141.133.113.0/24,AS214238 IPv4
179.255.186.0/24,AS214238 IPv4
186.246.76.0/24,AS214238 IPv4
153.80.96.0/24,AS214238 IPv4
186.243.253.0/24,AS214238 IPv4
186.246.108.0/24,AS214238 IPv4
186.243.203.0/24,AS214238 IPv4
141.133.116.0/24,AS214238 IPv4
153.80.46.0/24,AS214238 IPv4
136.234.233.0/24,AS214238 IPv4
194.147.88.0/24,AS214238 IPv4
155.212.113.0/24,AS214238 IPv4
186.243.129.0/24,AS214238 IPv4
186.243.251.0/24,AS214238 IPv4
141.133.14.0/24,AS214238 IPv4
141.133.115.0/24,AS214238 IPv4
23.230.241.0/24,AS214238 IPv4
186.243.130.0/24,AS214238 IPv4
186.243.252.0/24,AS214238 IPv4
186.246.75.0/24,AS214238 IPv4
141.133.117.0/24,AS214238 IPv4
153.80.33.0/24,AS214238 IPv4
92.118.88.0/24,AS214238 IPv4
135.106.27.0/24,AS214238 IPv4
157.22.41.0/24,AS214238 IPv4
186.243.181.0/24,AS214238 IPv4
186.246.109.0/24,AS214238 IPv4
153.80.32.0/24,AS214238 IPv4
141.133.12.0/24,AS214238 IPv4
179.255.191.0/24,AS214238 IPv4
141.133.16.0/24,AS214238 IPv4
186.243.182.0/24,AS214238 IPv4
130.49.20.0/24,AS214238 IPv4
186.243.180.0/24,AS214238 IPv4
186.246.107.0/24,AS214238 IPv4
