dest_ip,metadata_comment
176.125.238.0/24,AS398962 IPv4
23.171.240.0/24,AS398962 IPv4
2606:1a40:f00d::/48,AS398962 IPv6
2606:1a40:3::/48,AS398962 IPv6
2606:1a40:f010::/48,AS398962 IPv6
2606:1a40:200b::/48,AS398962 IPv6
176.125.236.0/23,AS398962 IPv4
76.76.10.0/24,AS398962 IPv4
2606:1a40:2::/48,AS398962 IPv6
2606:1a40::/48,AS398962 IPv6
2606:1a40:f00a::/48,AS398962 IPv6
2606:1a40:f012::/48,AS398962 IPv6
147.185.34.0/24,AS398962 IPv4
2606:1a40:3000::/48,AS398962 IPv6
2606:1a40:f001::/48,AS398962 IPv6
2606:1a40:f011::/48,AS398962 IPv6
2606:1a40:f00b::/48,AS398962 IPv6
206.253.88.0/22,AS398962 IPv4
76.76.2.0/24,AS398962 IPv4
2606:1a40:f00e::/48,AS398962 IPv6
2606:1a40:1::/48,AS398962 IPv6
2606:1a40:f000::/48,AS398962 IPv6
2606:1a40:f003::/48,AS398962 IPv6
2606:1a40:f002::/48,AS398962 IPv6
2606:1a40:f00c::/48,AS398962 IPv6
2606:1a40:1037::/48,AS398962 IPv6
176.125.239.0/24,AS398962 IPv4
