dest_ip,metadata_comment
109.232.230.0/24,AS49453 IPv4
212.74.17.0/24,AS49453 IPv4
109.202.101.0/24,AS49453 IPv4
2a00:1678:f113::/48,AS49453 IPv6
2a00:1678:a2b::/48,AS49453 IPv6
185.23.212.0/24,AS49453 IPv4
213.152.164.0/24,AS49453 IPv4
109.232.228.0/24,AS49453 IPv4
194.77.61.0/24,AS49453 IPv4
154.193.189.0/24,AS49453 IPv4
109.202.107.0/24,AS49453 IPv4
109.202.106.0/24,AS49453 IPv4
212.168.201.0/24,AS49453 IPv4
109.202.111.0/24,AS49453 IPv4
212.135.104.0/22,AS49453 IPv4
134.19.187.0/24,AS49453 IPv4
213.152.177.0/24,AS49453 IPv4
109.202.98.0/24,AS49453 IPv4
213.152.160.0/24,AS49453 IPv4
