dest_ip,metadata_comment
45.133.250.0/24,AS49453 IPv4
188.95.48.0/24,AS49453 IPv4
213.152.176.0/24,AS49453 IPv4
109.232.227.0/24,AS49453 IPv4
213.152.190.0/24,AS49453 IPv4
213.152.180.0/24,AS49453 IPv4
109.202.96.0/24,AS49453 IPv4
2a00:1678:5afe::/48,AS49453 IPv6
213.152.189.0/24,AS49453 IPv4
134.19.177.0/24,AS49453 IPv4
109.202.109.0/24,AS49453 IPv4
78.41.63.0/24,AS49453 IPv4
212.74.16.0/24,AS49453 IPv4
213.152.161.0/24,AS49453 IPv4
213.152.163.0/24,AS49453 IPv4
213.152.173.0/24,AS49453 IPv4
37.123.210.0/24,AS49453 IPv4
2a00:1678:efa5::/48,AS49453 IPv6
212.212.31.0/24,AS49453 IPv4
13.141.36.0/22,AS49453 IPv4
213.152.179.0/24,AS49453 IPv4
213.152.181.0/24,AS49453 IPv4
212.74.18.0/24,AS49453 IPv4
212.168.204.0/24,AS49453 IPv4
194.77.24.0/24,AS49453 IPv4
188.95.51.0/24,AS49453 IPv4
213.152.187.0/24,AS49453 IPv4
109.232.225.0/24,AS49453 IPv4
213.152.182.0/24,AS49453 IPv4
2a10:9100:8::/48,AS49453 IPv6
82.40.24.0/21,AS49453 IPv4
2a00:1678:1122::/48,AS49453 IPv6
212.212.29.0/24,AS49453 IPv4
134.19.179.0/24,AS49453 IPv4
212.168.205.0/24,AS49453 IPv4
213.152.165.0/24,AS49453 IPv4
154.193.191.0/24,AS49453 IPv4
213.152.185.0/24,AS49453 IPv4
134.19.178.0/24,AS49453 IPv4
109.202.104.0/24,AS49453 IPv4
212.212.28.0/24,AS49453 IPv4
185.179.217.0/24,AS49453 IPv4
109.202.103.0/24,AS49453 IPv4
109.202.108.0/24,AS49453 IPv4
2a00:1678:1337::/48,AS49453 IPv6
13.141.52.0/22,AS49453 IPv4
213.152.171.0/24,AS49453 IPv4
109.232.229.0/24,AS49453 IPv4
188.95.55.0/24,AS49453 IPv4
13.141.124.0/22,AS49453 IPv4
212.168.207.0/24,AS49453 IPv4
2a00:1678:baba::/48,AS49453 IPv6
2a00:1678:2470::/48,AS49453 IPv6
213.152.186.0/24,AS49453 IPv4
134.19.184.0/24,AS49453 IPv4
213.152.170.0/24,AS49453 IPv4
213.152.188.0/24,AS49453 IPv4
212.168.206.0/24,AS49453 IPv4
134.19.185.0/24,AS49453 IPv4
212.135.24.0/22,AS49453 IPv4
194.77.60.0/24,AS49453 IPv4
212.135.64.0/22,AS49453 IPv4
212.168.202.0/24,AS49453 IPv4
154.193.188.0/24,AS49453 IPv4
213.152.174.0/24,AS49453 IPv4
213.152.172.0/24,AS49453 IPv4
213.152.162.0/24,AS49453 IPv4
2a00:1678:7331::/48,AS49453 IPv6
154.208.112.0/24,AS49453 IPv4
213.152.167.0/24,AS49453 IPv4
109.202.99.0/24,AS49453 IPv4
109.232.231.0/24,AS49453 IPv4
2a10:9100:4::/48,AS49453 IPv6
185.23.214.0/24,AS49453 IPv4
213.152.183.0/24,AS49453 IPv4
2a00:1678:1194::/48,AS49453 IPv6
134.19.190.0/23,AS49453 IPv4
151.246.24.0/21,AS49453 IPv4
2a00:1678:fa11::/48,AS49453 IPv6
212.212.30.0/24,AS49453 IPv4
2a00:1678:5524::/48,AS49453 IPv6
212.168.200.0/24,AS49453 IPv4
188.95.49.0/24,AS49453 IPv4
109.232.224.0/24,AS49453 IPv4
213.152.166.0/24,AS49453 IPv4
134.19.180.0/24,AS49453 IPv4
134.19.188.0/24,AS49453 IPv4
2a14:bc80:101::/48,AS49453 IPv6
185.23.213.0/24,AS49453 IPv4
2a00:1678:9000::/44,AS49453 IPv6
143.20.108.0/22,AS49453 IPv4
134.19.186.0/24,AS49453 IPv4
2a00:1678:be2::/48,AS49453 IPv6
109.232.226.0/24,AS49453 IPv4
2a00:1678:b00b::/48,AS49453 IPv6
134.19.182.0/24,AS49453 IPv4
109.122.31.0/24,AS49453 IPv4
5.188.87.0/24,AS49453 IPv4
2a00:1678:da::/48,AS49453 IPv6
2a00:1678:dea1::/48,AS49453 IPv6
185.23.215.0/24,AS49453 IPv4
188.214.137.0/24,AS49453 IPv4
154.193.190.0/24,AS49453 IPv4
109.202.102.0/24,AS49453 IPv4
194.77.25.0/24,AS49453 IPv4
134.19.183.0/24,AS49453 IPv4
188.214.138.0/24,AS49453 IPv4
188.95.50.0/24,AS49453 IPv4
188.95.53.0/24,AS49453 IPv4
2a00:1678:da7a::/48,AS49453 IPv6
213.152.178.0/24,AS49453 IPv4
2a00:1678:b17::/48,AS49453 IPv6
212.74.19.0/24,AS49453 IPv4
109.202.100.0/24,AS49453 IPv4
212.168.203.0/24,AS49453 IPv4
2a00:1678:127::/48,AS49453 IPv6
213.152.184.0/24,AS49453 IPv4
2a00:1678:be1::/48,AS49453 IPv6
188.95.54.0/24,AS49453 IPv4
134.19.181.0/24,AS49453 IPv4
2a07:f300::/29,AS49453 IPv6
213.152.168.0/24,AS49453 IPv4
213.152.169.0/24,AS49453 IPv4
5.188.86.0/24,AS49453 IPv4
