dest_ip,metadata_comment
2.58.84.0/24,AS213791 IPv4
38.211.244.0/24,AS213791 IPv4
199.103.95.0/24,AS213791 IPv4
2a0c:b641:d60::/44,AS213791 IPv6
185.133.243.0/24,AS213791 IPv4
212.189.91.0/24,AS213791 IPv4
91.198.115.0/24,AS213791 IPv4
37.202.205.0/24,AS213791 IPv4
2.27.158.0/24,AS213791 IPv4
2.26.165.0/24,AS213791 IPv4
79.172.207.0/24,AS213791 IPv4
141.11.95.0/24,AS213791 IPv4
178.239.122.0/24,AS213791 IPv4
85.239.154.0/24,AS213791 IPv4
31.57.202.0/24,AS213791 IPv4
109.122.27.0/24,AS213791 IPv4
31.57.112.0/24,AS213791 IPv4
116.204.166.0/24,AS213791 IPv4
166.0.11.0/24,AS213791 IPv4
