dest_ip,metadata_comment
140.188.105.0/24,AS54600 IPv4
38.48.133.0/24,AS54600 IPv4
107.148.220.0/23,AS54600 IPv4
137.175.0.0/24,AS54600 IPv4
108.186.196.0/23,AS54600 IPv4
38.38.147.0/24,AS54600 IPv4
198.2.192.0/18,AS54600 IPv4
107.148.156.0/23,AS54600 IPv4
107.149.80.0/22,AS54600 IPv4
108.186.12.0/22,AS54600 IPv4
137.175.18.0/24,AS54600 IPv4
108.186.151.0/24,AS54600 IPv4
38.48.128.0/18,AS54600 IPv4
38.48.149.0/24,AS54600 IPv4
38.165.72.0/24,AS54600 IPv4
38.12.232.0/21,AS54600 IPv4
140.188.78.0/24,AS54600 IPv4
137.175.108.0/24,AS54600 IPv4
137.175.38.0/24,AS54600 IPv4
108.186.188.0/22,AS54600 IPv4
108.186.87.0/24,AS54600 IPv4
107.149.57.0/24,AS54600 IPv4
108.186.222.0/24,AS54600 IPv4
38.38.131.0/24,AS54600 IPv4
38.33.242.0/24,AS54600 IPv4
38.48.145.0/24,AS54600 IPv4
38.11.6.0/24,AS54600 IPv4
108.186.218.0/23,AS54600 IPv4
198.200.32.0/19,AS54600 IPv4
222.167.243.0/24,AS54600 IPv4
137.175.35.0/24,AS54600 IPv4
38.63.138.0/24,AS54600 IPv4
107.149.10.0/24,AS54600 IPv4
108.186.192.0/24,AS54600 IPv4
140.188.113.0/24,AS54600 IPv4
137.175.118.0/24,AS54600 IPv4
140.188.118.0/24,AS54600 IPv4
38.28.148.0/24,AS54600 IPv4
137.175.68.0/24,AS54600 IPv4
38.28.251.0/24,AS54600 IPv4
108.186.120.0/24,AS54600 IPv4
108.186.168.0/23,AS54600 IPv4
107.148.208.0/22,AS54600 IPv4
45.205.1.0/24,AS54600 IPv4
140.188.156.0/24,AS54600 IPv4
192.74.224.0/19,AS54600 IPv4
108.186.180.0/24,AS54600 IPv4
140.188.222.0/24,AS54600 IPv4
108.186.234.0/24,AS54600 IPv4
104.233.209.0/24,AS54600 IPv4
107.149.50.0/24,AS54600 IPv4
108.186.74.0/24,AS54600 IPv4
38.33.31.0/24,AS54600 IPv4
137.175.81.0/24,AS54600 IPv4
38.38.184.0/24,AS54600 IPv4
38.38.205.0/24,AS54600 IPv4
108.186.150.0/24,AS54600 IPv4
140.188.207.0/24,AS54600 IPv4
108.186.45.0/24,AS54600 IPv4
108.186.64.0/22,AS54600 IPv4
38.28.149.0/24,AS54600 IPv4
38.63.180.0/24,AS54600 IPv4
137.175.82.0/24,AS54600 IPv4
108.186.92.0/23,AS54600 IPv4
108.186.254.0/24,AS54600 IPv4
137.175.98.0/24,AS54600 IPv4
104.192.80.0/21,AS54600 IPv4
38.28.155.0/24,AS54600 IPv4
108.186.238.0/23,AS54600 IPv4
38.38.137.0/24,AS54600 IPv4
140.188.109.0/24,AS54600 IPv4
108.186.170.0/24,AS54600 IPv4
137.175.83.0/24,AS54600 IPv4
107.148.152.0/23,AS54600 IPv4
107.149.72.0/21,AS54600 IPv4
38.48.191.0/24,AS54600 IPv4
137.175.86.0/24,AS54600 IPv4
38.33.36.0/24,AS54600 IPv4
38.48.173.0/24,AS54600 IPv4
137.175.55.0/24,AS54600 IPv4
104.233.192.0/20,AS54600 IPv4
107.148.198.0/23,AS54600 IPv4
108.186.53.0/24,AS54600 IPv4
156.236.192.0/18,AS54600 IPv4
108.186.199.0/24,AS54600 IPv4
104.233.202.0/24,AS54600 IPv4
137.175.127.0/24,AS54600 IPv4
38.28.151.0/24,AS54600 IPv4
38.48.158.0/24,AS54600 IPv4
107.149.116.0/23,AS54600 IPv4
108.186.122.0/23,AS54600 IPv4
38.11.64.0/19,AS54600 IPv4
107.148.216.0/23,AS54600 IPv4
108.186.172.0/23,AS54600 IPv4
38.48.156.0/24,AS54600 IPv4
108.186.181.0/24,AS54600 IPv4
38.28.248.0/21,AS54600 IPv4
108.186.36.0/23,AS54600 IPv4
38.14.100.0/24,AS54600 IPv4
38.48.132.0/24,AS54600 IPv4
107.148.224.0/24,AS54600 IPv4
2605:7280:7::/48,AS54600 IPv6
38.63.186.0/24,AS54600 IPv4
38.63.191.0/24,AS54600 IPv4
108.186.130.0/24,AS54600 IPv4
38.33.200.0/24,AS54600 IPv4
38.14.119.0/24,AS54600 IPv4
107.149.45.0/24,AS54600 IPv4
137.175.23.0/24,AS54600 IPv4
140.188.157.0/24,AS54600 IPv4
107.149.144.0/23,AS54600 IPv4
38.28.175.0/24,AS54600 IPv4
108.186.101.0/24,AS54600 IPv4
104.233.128.0/23,AS54600 IPv4
104.233.184.0/24,AS54600 IPv4
104.233.206.0/24,AS54600 IPv4
140.188.206.0/24,AS54600 IPv4
104.233.132.0/23,AS54600 IPv4
137.175.7.0/24,AS54600 IPv4
140.188.123.0/24,AS54600 IPv4
137.175.109.0/24,AS54600 IPv4
38.174.184.0/24,AS54600 IPv4
137.175.51.0/24,AS54600 IPv4
38.28.158.0/24,AS54600 IPv4
137.175.73.0/24,AS54600 IPv4
137.175.94.0/24,AS54600 IPv4
137.175.123.0/24,AS54600 IPv4
137.175.13.0/24,AS54600 IPv4
198.200.45.0/24,AS54600 IPv4
38.28.140.0/24,AS54600 IPv4
107.149.210.0/23,AS54600 IPv4
38.11.0.0/18,AS54600 IPv4
108.186.143.0/24,AS54600 IPv4
108.186.159.0/24,AS54600 IPv4
103.124.192.0/22,AS54600 IPv4
108.186.173.0/24,AS54600 IPv4
108.186.180.0/23,AS54600 IPv4
38.174.185.0/24,AS54600 IPv4
137.175.58.0/24,AS54600 IPv4
140.188.94.0/24,AS54600 IPv4
38.6.168.0/21,AS54600 IPv4
108.186.247.0/24,AS54600 IPv4
222.167.233.0/24,AS54600 IPv4
38.14.187.0/24,AS54600 IPv4
107.148.212.0/22,AS54600 IPv4
38.11.4.0/24,AS54600 IPv4
137.175.74.0/24,AS54600 IPv4
108.186.38.0/23,AS54600 IPv4
38.63.166.0/24,AS54600 IPv4
108.186.42.0/24,AS54600 IPv4
107.148.206.0/23,AS54600 IPv4
108.186.102.0/23,AS54600 IPv4
108.186.197.0/24,AS54600 IPv4
107.149.148.0/23,AS54600 IPv4
108.186.126.0/23,AS54600 IPv4
199.188.104.0/21,AS54600 IPv4
222.167.248.0/24,AS54600 IPv4
108.186.60.0/22,AS54600 IPv4
104.233.190.0/23,AS54600 IPv4
107.149.80.0/23,AS54600 IPv4
137.175.45.0/24,AS54600 IPv4
107.148.250.0/23,AS54600 IPv4
108.186.116.0/23,AS54600 IPv4
103.116.20.0/22,AS54600 IPv4
137.175.105.0/24,AS54600 IPv4
108.186.20.0/24,AS54600 IPv4
38.63.218.0/24,AS54600 IPv4
38.14.98.0/24,AS54600 IPv4
108.186.203.0/24,AS54600 IPv4
140.188.199.0/24,AS54600 IPv4
38.63.178.0/24,AS54600 IPv4
137.175.104.0/24,AS54600 IPv4
107.149.62.0/23,AS54600 IPv4
137.175.3.0/24,AS54600 IPv4
137.175.62.0/24,AS54600 IPv4
