dest_ip,metadata_comment
86.106.104.0/24,AS34450 IPv4
89.45.34.0/24,AS34450 IPv4
185.102.157.0/24,AS34450 IPv4
89.43.46.0/24,AS34450 IPv4
93.114.99.0/24,AS34450 IPv4
85.204.125.0/24,AS34450 IPv4
89.34.8.0/21,AS34450 IPv4
188.241.209.0/24,AS34450 IPv4
2a05:b680:1::/48,AS34450 IPv6
89.43.50.0/24,AS34450 IPv4
89.40.232.0/24,AS34450 IPv4
113.203.209.0/24,AS34450 IPv4
89.43.41.0/24,AS34450 IPv4
93.114.187.0/24,AS34450 IPv4
89.18.24.0/24,AS34450 IPv4
185.102.156.0/24,AS34450 IPv4
188.213.18.0/24,AS34450 IPv4
93.114.55.0/24,AS34450 IPv4
188.215.73.0/24,AS34450 IPv4
89.37.136.0/24,AS34450 IPv4
93.114.171.0/24,AS34450 IPv4
113.203.219.0/24,AS34450 IPv4
89.44.209.0/24,AS34450 IPv4
188.215.95.0/24,AS34450 IPv4
