dest_ip,metadata_comment
95.155.175.0/24,AS141738 IPv4
72.244.32.0/22,AS141738 IPv4
82.163.30.0/24,AS141738 IPv4
74.0.92.0/22,AS141738 IPv4
64.69.97.0/24,AS141738 IPv4
64.69.122.0/24,AS141738 IPv4
82.163.28.0/24,AS141738 IPv4
82.163.31.0/24,AS141738 IPv4
64.69.102.0/24,AS141738 IPv4
64.69.101.0/24,AS141738 IPv4
74.2.112.0/22,AS141738 IPv4
95.155.170.0/24,AS141738 IPv4
64.69.125.0/24,AS141738 IPv4
95.155.168.0/24,AS141738 IPv4
95.155.171.0/24,AS141738 IPv4
64.69.126.0/24,AS141738 IPv4
64.69.100.0/24,AS141738 IPv4
95.155.169.0/24,AS141738 IPv4
64.69.98.0/24,AS141738 IPv4
74.0.80.0/22,AS141738 IPv4
82.163.29.0/24,AS141738 IPv4
