dest_ip,metadata_comment
2a0f:7d04:1:8000::/49,AS6204 IPv6
92.113.118.0/24,AS6204 IPv4
45.142.1.0/24,AS6204 IPv4
68.67.113.0/24,AS6204 IPv4
93.114.194.0/24,AS6204 IPv4
fd97:fa00::/24,AS6204 IPv6
95.133.244.0/24,AS6204 IPv4
102.215.226.0/24,AS6204 IPv4
205.237.108.0/24,AS6204 IPv4
2a12:3200:f000::/36,AS6204 IPv6
66.179.29.0/24,AS6204 IPv4
162.249.125.0/24,AS6204 IPv4
2a12:3200:1000:800::/64,AS6204 IPv6
89.213.125.0/24,AS6204 IPv4
45.196.241.0/24,AS6204 IPv4
82.152.132.0/24,AS6204 IPv4
102.216.83.0/24,AS6204 IPv4
2a12:3200:1003:3::/64,AS6204 IPv6
103.112.170.0/24,AS6204 IPv4
208.88.65.0/24,AS6204 IPv4
2a0f:7d04:1::/49,AS6204 IPv6
2a12:3200:1003:5::/64,AS6204 IPv6
86.107.179.0/24,AS6204 IPv4
185.194.206.0/24,AS6204 IPv4
185.194.207.0/24,AS6204 IPv4
185.194.206.0/23,AS6204 IPv4
89.34.27.0/24,AS6204 IPv4
2a12:3200:1003:4::/64,AS6204 IPv6
103.126.51.0/24,AS6204 IPv4
103.246.249.0/24,AS6204 IPv4
31.6.25.0/24,AS6204 IPv4
77.75.192.0/24,AS6204 IPv4
89.213.124.0/23,AS6204 IPv4
2a12:3200:1000:4::/64,AS6204 IPv6
45.198.74.0/24,AS6204 IPv4
2a12:3200:f001:128::/64,AS6204 IPv6
194.179.138.0/23,AS6204 IPv4
2a12:3200:1000:700::/64,AS6204 IPv6
151.241.148.0/24,AS6204 IPv4
2a12:3200:1000:701::/64,AS6204 IPv6
185.101.107.0/24,AS6204 IPv4
2a12:3200:1003:6::/64,AS6204 IPv6
31.57.128.0/24,AS6204 IPv4
2a12:3200:1003:2::/64,AS6204 IPv6
89.41.180.0/24,AS6204 IPv4
103.126.50.0/24,AS6204 IPv4
194.179.139.0/24,AS6204 IPv4
89.213.124.0/24,AS6204 IPv4
85.204.107.0/24,AS6204 IPv4
89.36.94.0/24,AS6204 IPv4
194.179.138.0/24,AS6204 IPv4
95.133.246.0/24,AS6204 IPv4
45.8.177.0/24,AS6204 IPv4
2a12:3200:f000:2::/64,AS6204 IPv6
fd97:fae5:f49a:d34d::/64,AS6204 IPv6
