dest_ip,metadata_comment
2a12:a643::/32,AS400522 IPv6
2a11:f701::/32,AS400522 IPv6
2a11:f700::/29,AS400522 IPv6
2a12:a645::/32,AS400522 IPv6
2a12:73c0::/32,AS400522 IPv6
2a12:a040::/29,AS400522 IPv6
2a0c:d9c0::/29,AS400522 IPv6
2a11:f700::/32,AS400522 IPv6
2a11:f706::/32,AS400522 IPv6
2a11:f705::/32,AS400522 IPv6
2a0c:d840::/29,AS400522 IPv6
2a11:f702::/32,AS400522 IPv6
2a11:f700::/30,AS400522 IPv6
2a0c:3a00::/29,AS400522 IPv6
2a12:a647::/32,AS400522 IPv6
2a07:eb40::/29,AS400522 IPv6
2a07:f640::/29,AS400522 IPv6
2a07:fa40::/29,AS400522 IPv6
2a12:a646::/32,AS400522 IPv6
2a12:a644::/32,AS400522 IPv6
2a0d:dc40::/29,AS400522 IPv6
2a12:a640::/32,AS400522 IPv6
2a07:c740::/29,AS400522 IPv6
2a12:a642::/32,AS400522 IPv6
2a09:c00::/29,AS400522 IPv6
2a12:a641::/32,AS400522 IPv6
2a12:a5c0::/29,AS400522 IPv6
2a11:f707::/32,AS400522 IPv6
2a0e:3f80::/30,AS400522 IPv6
2a0d:dc40::/30,AS400522 IPv6
2a0e:3f84::/30,AS400522 IPv6
2a11:f704::/32,AS400522 IPv6
2a0e:3f80::/29,AS400522 IPv6
