dest_ip,metadata_comment
2a14:c380:17::/48,AS216078 IPv6
2a0e:fd45:1337::/48,AS216078 IPv6
212.46.33.0/24,AS216078 IPv4
2a0e:b107:198::/48,AS216078 IPv6
2a14:c380:22::/48,AS216078 IPv6
2a14:c380:32::/48,AS216078 IPv6
2a14:c380:24::/48,AS216078 IPv6
2a14:c380:33::/48,AS216078 IPv6
2a14:c380:3000::/40,AS216078 IPv6
2a14:c380:4000::/40,AS216078 IPv6
2a14:c380:21::/48,AS216078 IPv6
193.178.226.0/24,AS216078 IPv4
2a14:c380:23::/48,AS216078 IPv6
2a14:c380:18::/48,AS216078 IPv6
2a14:c380:31::/48,AS216078 IPv6
146.255.189.0/24,AS216078 IPv4
