dest_ip,metadata_comment
45.87.248.0/24,AS198584 IPv4
194.213.118.0/24,AS198584 IPv4
194.120.171.0/24,AS198584 IPv4
217.60.27.0/24,AS198584 IPv4
185.43.33.0/24,AS198584 IPv4
45.153.33.0/24,AS198584 IPv4
194.77.70.0/24,AS198584 IPv4
147.79.0.0/24,AS198584 IPv4
91.206.28.0/24,AS198584 IPv4
176.65.136.0/24,AS198584 IPv4
64.89.162.0/24,AS198584 IPv4
176.65.138.0/24,AS198584 IPv4
45.135.192.0/24,AS198584 IPv4
176.65.131.0/24,AS198584 IPv4
103.161.34.0/23,AS198584 IPv4
2a10:ca80::/48,AS198584 IPv6
91.245.220.0/24,AS198584 IPv4
194.120.230.0/24,AS198584 IPv4
176.65.135.0/24,AS198584 IPv4
195.62.32.0/24,AS198584 IPv4
143.14.65.0/24,AS198584 IPv4
92.246.87.0/24,AS198584 IPv4
87.229.56.0/24,AS198584 IPv4
176.65.128.0/24,AS198584 IPv4
31.59.161.0/24,AS198584 IPv4
